<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
IFI,D,20081210,000000,1.6234,1.6234,1.5621,1.5621,5566,0
IFI,D,20081212,000000,1.4944,1.4944,1.4534,1.4534,2929,0
IFI,D,20081215,000000,1.5012,1.5012,1.4944,1.4944,6234,0
IFI,D,20081216,000000,1.5285,1.5621,1.4944,1.5621,744,0
IFI,D,20081217,000000,1.5691,1.5691,1.5012,1.5691,9677,0
IFI,D,20081218,000000,1.5012,1.5489,1.4944,1.5489,2005,0
IFI,D,20081223,000000,1.4604,1.4604,1.4604,1.4604,1057,0
IFI,D,20081229,000000,1.4604,1.4604,1.4604,1.4604,928,0
IFI,D,20081230,000000,1.4877,1.5285,1.4877,1.5285,2975,0
IFI,D,20081231,000000,1.5353,1.5353,1.5353,1.5353,4888,0
IFI,D,20090105,000000,1.5757,1.6303,1.5556,1.5556,789,0
IFI,D,20090106,000000,1.6234,1.732,1.6234,1.6234,16020,0
IFI,D,20090107,000000,1.7116,2.0309,1.7116,1.7999,23208,0
IFI,D,20090108,000000,1.7999,1.7999,1.7999,1.7999,26,0
IFI,D,20090109,000000,1.732,1.732,1.6506,1.6913,6530,0
IFI,D,20090113,000000,1.5285,1.6099,1.5285,1.6099,4354,0
IFI,D,20090114,000000,1.6574,1.6574,1.5691,1.6234,1358,0
IFI,D,20090115,000000,1.637,1.6641,1.637,1.6641,935,0
IFI,D,20090116,000000,1.5826,1.5826,1.5826,1.5826,2944,0
IFI,D,20090119,000000,1.6234,1.6234,1.6234,1.6234,2830,0
IFI,D,20090120,000000,1.6303,1.6303,1.5489,1.5556,5606,0
IFI,D,20090121,000000,1.4604,1.5556,1.4604,1.5556,10307,0
IFI,D,20090122,000000,1.4604,1.4604,1.4604,1.4604,5138,0
IFI,D,20090123,000000,1.3786,1.5556,1.372,1.508,5579,0
IFI,D,20090126,000000,1.5147,1.5147,1.4534,1.4534,6126,0
IFI,D,20090128,000000,1.4604,1.508,1.4534,1.4534,9629,0
IFI,D,20090129,000000,1.4468,1.4468,1.4468,1.4468,441,0
IFI,D,20090130,000000,1.4468,1.4534,1.4263,1.4534,1417,0
IFI,D,20090202,000000,1.3587,1.3587,1.3449,1.3516,3662,0
IFI,D,20090203,000000,1.3449,1.4263,1.3449,1.3449,7361,0
IFI,D,20090204,000000,1.3177,1.3177,1.3177,1.3177,2210,0
IFI,D,20090205,000000,1.2905,1.3177,1.2905,1.3177,739,0
IFI,D,20090206,000000,1.2905,1.3244,1.2905,1.3042,2210,0
IFI,D,20090209,000000,1.3109,1.3109,1.3109,1.3109,468,0
IFI,D,20090210,000000,1.3244,1.3923,1.3244,1.3923,6074,0
IFI,D,20090211,000000,1.4195,1.4195,1.3516,1.3516,9965,0
IFI,D,20090212,000000,1.27,1.3587,1.27,1.3516,14885,0
IFI,D,20090216,000000,1.277,1.2838,1.27,1.277,7166,0
IFI,D,20090217,000000,1.1548,1.2158,1.1548,1.1752,2516,0
IFI,D,20090218,000000,1.1344,1.243,1.1344,1.243,6462,0
IFI,D,20090219,000000,1.2158,1.243,1.1548,1.243,8538,0
IFI,D,20090220,000000,1.1344,1.1344,1.1344,1.1344,2944,0
IFI,D,20090223,000000,1.1752,1.1752,1.1752,1.1752,264,0
IFI,D,20090224,000000,1.1344,1.1684,1.1003,1.1684,2075,0
IFI,D,20090225,000000,1.1954,1.1954,1.1954,1.1954,148,0
IFI,D,20090227,000000,1.1954,1.1954,1.1954,1.1954,37,0
IFI,D,20090302,000000,1.121,1.1274,1.121,1.1274,4818,0
IFI,D,20090304,000000,1.1548,1.1548,1.1548,1.1548,1,0
IFI,D,20090306,000000,1.0665,1.0869,1.0256,1.0731,12338,0
IFI,D,20090309,000000,1.0731,1.0731,1.0731,1.0731,207,0
IFI,D,20090310,000000,1.0869,1.1954,1.0731,1.1954,14669,0
IFI,D,20090311,000000,1.2498,1.2498,1.0731,1.0731,24425,0
IFI,D,20090312,000000,1.1344,1.1344,1.1344,1.1344,1,0
IFI,D,20090313,000000,1.1411,1.1411,1.1411,1.1411,6880,0
IFI,D,20090316,000000,1.1886,1.1886,1.1886,1.1886,148,0
IFI,D,20090318,000000,1.2022,1.243,1.2022,1.243,2,0
IFI,D,20090320,000000,1.1344,1.243,1.1344,1.243,1260,0
IFI,D,20090324,000000,1.2158,1.243,1.1481,1.1954,15702,0
IFI,D,20090325,000000,1.2089,1.2225,1.2089,1.2225,14331,0
IFI,D,20090326,000000,1.1684,1.2225,1.1684,1.2225,75,0
IFI,D,20090327,000000,1.1548,1.1548,1.1003,1.1548,7818,0
IFI,D,20090330,000000,1.0935,1.1548,1.0935,1.1548,198,0
IFI,D,20090402,000000,1.2362,1.2362,1.2362,1.2362,1,0
IFI,D,20090403,000000,1.1752,1.4877,1.1752,1.2565,35585,0
IFI,D,20090406,000000,1.2565,1.372,1.2565,1.2565,6835,0
IFI,D,20090407,000000,1.3109,1.3109,1.3109,1.3109,12,0
IFI,D,20090408,000000,1.3381,1.3381,1.3244,1.3313,1868,0
IFI,D,20090409,000000,1.3651,1.4263,1.3651,1.4263,3108,0
IFI,D,20090414,000000,1.3923,1.4534,1.3855,1.3855,20549,0
IFI,D,20090416,000000,1.3244,1.3587,1.277,1.3587,4741,0
IFI,D,20090417,000000,1.3177,1.3449,1.27,1.3449,14740,0
IFI,D,20090422,000000,1.3381,1.3855,1.2905,1.3313,17872,0
IFI,D,20090423,000000,1.2565,1.2974,1.243,1.2974,8997,0
IFI,D,20090424,000000,1.2565,1.2565,1.2565,1.2565,4417,0
IFI,D,20090427,000000,1.2089,1.2089,1.1274,1.2089,14299,0
IFI,D,20090428,000000,1.1954,1.1954,1.1954,1.1954,1,0
IFI,D,20090429,000000,1.2089,1.2498,1.2089,1.2498,2975,0
IFI,D,20090430,000000,1.1886,1.243,1.1548,1.1818,22609,0
IFI,D,20090504,000000,1.243,1.243,1.1684,1.2022,3809,0
IFI,D,20090505,000000,1.1886,1.2022,1.1886,1.2022,9191,0
IFI,D,20090506,000000,1.243,1.243,1.243,1.243,1,0
IFI,D,20090507,000000,1.2498,1.2635,1.2362,1.2362,23122,0
IFI,D,20090508,000000,1.2362,1.3587,1.2362,1.3244,26933,0
IFI,D,20090511,000000,1.3587,1.3587,1.3042,1.3042,37043,0
IFI,D,20090512,000000,1.372,1.4059,1.3381,1.3381,12961,0
IFI,D,20090513,000000,1.3244,1.3244,1.3244,1.3244,6992,0
IFI,D,20090514,000000,1.2635,1.2905,1.243,1.2905,976,0
IFI,D,20090515,000000,1.3177,1.4604,1.2362,1.2905,40586,0
IFI,D,20090518,000000,1.243,1.2905,1.2225,1.243,16950,0
IFI,D,20090519,000000,1.243,1.27,1.2294,1.243,23841,0
IFI,D,20090520,000000,1.2498,1.2565,1.2498,1.2565,2944,0
IFI,D,20090521,000000,1.2498,1.2635,1.2498,1.2635,9223,0
IFI,D,20090522,000000,1.2635,1.5691,1.2635,1.5691,79020,0
IFI,D,20090525,000000,1.7999,1.9766,1.7999,1.9766,208350,0
IFI,D,20090526,000000,2.051,2.2346,1.6641,1.8068,280098,0
IFI,D,20090527,000000,1.8068,1.9697,1.6506,1.8339,161984,0
IFI,D,20090528,000000,1.8339,1.9697,1.7049,1.8881,50302,0
IFI,D,20090529,000000,1.9697,2.0309,1.8541,2.0242,38622,0
IFI,D,20090601,000000,2.0309,2.0853,1.8339,1.8679,50478,0
IFI,D,20090602,000000,1.8406,1.8406,1.732,1.7523,32132,0
IFI,D,20090603,000000,1.6979,1.732,1.5892,1.6913,32832,0
IFI,D,20090604,000000,1.6506,1.739,1.6028,1.6979,26737,0
IFI,D,20090605,000000,1.6845,1.6845,1.5962,1.6777,42611,0
IFI,D,20090608,000000,1.6028,1.6574,1.6028,1.6506,987,0
IFI,D,20090609,000000,1.6506,1.739,1.6028,1.739,5378,0
IFI,D,20090610,000000,1.7252,2.9207,1.7184,2.8599,1400750,0
IFI,D,20090612,000000,3.036,3.036,2.5809,2.6218,744588,0
IFI,D,20090615,000000,2.5809,2.5809,2.2754,2.3094,255293,0
IFI,D,20090616,000000,2.3434,2.683,2.2414,2.4113,333200,0
IFI,D,20090617,000000,2.4317,2.4656,2.187,2.2278,74296,0
IFI,D,20090618,000000,2.2754,2.3637,2.153,2.2212,80144,0
IFI,D,20090619,000000,2.2483,2.3637,2.2074,2.255,42076,0
IFI,D,20090622,000000,2.2483,2.2483,1.997,1.997,176286,0
IFI,D,20090623,000000,1.8609,2.0037,1.8068,1.9019,172965,0
IFI,D,20090624,000000,1.9359,1.9495,1.7592,1.7999,386440,0
IFI,D,20090625,000000,1.8271,2.1735,1.7726,1.9019,626889,0
IFI,D,20090626,000000,1.963,2.0987,1.8609,1.9425,324343,0
IFI,D,20090629,000000,2.0037,2.0648,1.8948,1.929,207388,0
IFI,D,20090630,000000,1.9495,1.963,1.8406,1.8948,71779,0
IFI,D,20090701,000000,1.8541,1.9019,1.8339,1.8609,69767,0
IFI,D,20090702,000000,1.8948,1.8948,1.7933,1.8609,69295,0
IFI,D,20090703,000000,1.7863,1.9223,1.7795,1.8813,71619,0
IFI,D,20090706,000000,1.8948,1.9154,1.7863,1.8068,52201,0
IFI,D,20090707,000000,1.8339,1.8339,1.7592,1.7795,52849,0
IFI,D,20090708,000000,1.7049,1.7592,1.6641,1.6913,162536,0
IFI,D,20090709,000000,1.6913,1.6913,1.6303,1.6506,48331,0
IFI,D,20090710,000000,1.6506,1.6641,1.5012,1.5285,318520,0
IFI,D,20090713,000000,1.5285,1.6777,1.5012,1.6166,182759,0
IFI,D,20090714,000000,1.6099,1.6099,1.5489,1.5621,57582,0
IFI,D,20090715,000000,1.5621,1.6028,1.5419,1.5892,34761,0
IFI,D,20090716,000000,1.5892,1.6436,1.5419,1.6303,52142,0
IFI,D,20090717,000000,1.6303,1.6777,1.6099,1.6506,69145,0
IFI,D,20090720,000000,1.637,1.6436,1.5621,1.5962,101039,0
IFI,D,20090721,000000,1.5556,1.5892,1.4331,1.5012,263545,0
IFI,D,20090722,000000,1.4604,1.732,1.4604,1.5691,430793,0
IFI,D,20090723,000000,1.5892,1.7252,1.5892,1.6641,213726,0
IFI,D,20090724,000000,1.6641,1.6641,1.5892,1.5892,95742,0
IFI,D,20090727,000000,1.5757,1.6028,1.4944,1.5489,124609,0
IFI,D,20090728,000000,1.5353,1.5489,1.508,1.508,60965,0
IFI,D,20090729,000000,1.5215,1.6166,1.4944,1.5556,120493,0
IFI,D,20090730,000000,1.5691,1.739,1.5691,1.6913,323598,0
IFI,D,20090731,000000,1.6913,1.6979,1.5757,1.5757,78109,0
IFI,D,20090803,000000,1.637,1.6574,1.6099,1.6506,41902,0
IFI,D,20090804,000000,1.6574,1.6574,1.5757,1.5892,66305,0
IFI,D,20090805,000000,1.5892,1.6234,1.5757,1.5757,42908,0
IFI,D,20090806,000000,1.5892,1.6303,1.5757,1.6028,27593,0
IFI,D,20090807,000000,1.6234,1.6303,1.5892,1.6303,33159,0
IFI,D,20090810,000000,1.6303,1.732,1.5962,1.6709,149258,0
IFI,D,20090811,000000,1.6709,1.6709,1.6099,1.6574,60073,0
IFI,D,20090812,000000,1.6303,1.6303,1.5826,1.5962,100884,0
IFI,D,20090813,000000,1.6234,1.6234,1.6028,1.6028,8941,0
IFI,D,20090814,000000,1.6234,1.6234,1.5691,1.5892,24938,0
IFI,D,20090817,000000,1.5892,1.5892,1.5285,1.5621,26093,0
IFI,D,20090818,000000,1.5621,1.5621,1.5285,1.5353,17583,0
IFI,D,20090819,000000,1.5353,1.6777,1.5285,1.6777,193096,0
IFI,D,20090820,000000,1.6641,1.6709,1.5892,1.6166,109600,0
IFI,D,20090821,000000,1.6234,1.6574,1.5892,1.6166,47120,0
IFI,D,20090824,000000,1.6166,1.6436,1.5892,1.6099,32649,0
IFI,D,20090825,000000,1.5892,1.6166,1.5757,1.5892,39346,0
IFI,D,20090826,000000,1.5892,1.5962,1.5489,1.5826,63082,0
IFI,D,20090827,000000,1.5419,1.5962,1.5419,1.5826,26838,0
IFI,D,20090828,000000,1.5892,1.6099,1.5621,1.5962,20420,0
IFI,D,20090831,000000,1.5892,1.5892,1.4604,1.4944,191624,0
IFI,D,20090901,000000,1.4807,1.4807,1.3381,1.4263,146553,0
IFI,D,20090902,000000,1.3923,1.3923,1.2635,1.3109,133794,0
IFI,D,20090903,000000,1.3516,1.3516,1.2974,1.3042,34668,0
IFI,D,20090904,000000,1.3109,1.3313,1.2905,1.2905,28906,0
IFI,D,20090907,000000,1.3381,1.3786,1.3042,1.3244,19146,0
IFI,D,20090908,000000,1.3449,1.3923,1.3381,1.372,47320,0
IFI,D,20090909,000000,1.3993,1.3993,1.3109,1.3587,27947,0
IFI,D,20090910,000000,1.3786,1.3786,1.3177,1.3313,22694,0
IFI,D,20090911,000000,1.3244,1.3449,1.2362,1.243,36014,0
IFI,D,20090914,000000,1.243,1.243,1.1886,1.2362,35253,0
IFI,D,20090915,000000,1.2362,1.2565,1.2089,1.2565,22535,0
IFI,D,20090916,000000,1.2565,1.3042,1.2565,1.2905,36107,0
IFI,D,20090917,000000,1.2905,1.3109,1.277,1.3042,10599,0
IFI,D,20090918,000000,1.2905,1.2974,1.2565,1.2905,16217,0
IFI,D,20090921,000000,1.2905,1.3449,1.2635,1.3449,51479,0
IFI,D,20090922,000000,1.3313,1.3381,1.2974,1.3244,19814,0
IFI,D,20090923,000000,1.3244,1.3449,1.3244,1.3449,312,0
IFI,D,20090924,000000,1.2974,1.3313,1.2974,1.3313,18886,0
IFI,D,20090925,000000,1.2974,1.3244,1.2974,1.3244,8025,0
IFI,D,20090928,000000,1.3244,1.3244,1.2838,1.3042,7139,0
IFI,D,20090929,000000,1.3042,1.3042,1.277,1.2838,22868,0
IFI,D,20090930,000000,1.277,1.3177,1.27,1.2974,12733,0
IFI,D,20091001,000000,1.2974,1.3244,1.2838,1.3042,13032,0
IFI,D,20091002,000000,1.2838,1.3042,1.27,1.3042,14183,0
IFI,D,20091005,000000,1.3042,1.3042,1.3042,1.3042,192,0
IFI,D,20091006,000000,1.27,1.277,1.243,1.277,11345,0
IFI,D,20091008,000000,1.277,1.277,1.2565,1.2565,5262,0
IFI,D,20091009,000000,1.2565,1.2565,1.2225,1.2565,11784,0
IFI,D,20091012,000000,1.2635,1.2635,1.1954,1.2225,31716,0
IFI,D,20091013,000000,1.2089,1.2089,1.1954,1.2089,17009,0
IFI,D,20091014,000000,1.2225,1.2225,1.1886,1.2225,5386,0
IFI,D,20091015,000000,1.2225,1.2225,1.2225,1.2225,4835,0
IFI,D,20091016,000000,1.2089,1.2089,1.1818,1.1818,5118,0
IFI,D,20091019,000000,1.1818,1.2089,1.1481,1.1481,26209,0
IFI,D,20091020,000000,1.1481,1.2022,1.1481,1.1954,21517,0
IFI,D,20091021,000000,1.1548,1.1818,1.1548,1.1548,7987,0
IFI,D,20091022,000000,1.1548,1.1548,1.1003,1.1548,39195,0
IFI,D,20091023,000000,1.1548,1.1548,1.121,1.121,21098,0
IFI,D,20091026,000000,1.1344,1.1886,1.1344,1.1818,13937,0
IFI,D,20091027,000000,1.1818,1.1818,1.1684,1.1684,9470,0
IFI,D,20091028,000000,1.121,1.1684,1.121,1.1684,12925,0
IFI,D,20091029,000000,1.1344,1.1752,1.1274,1.1752,3834,0
IFI,D,20091030,000000,1.1548,1.1548,1.1344,1.1344,1284,0
IFI,D,20091102,000000,1.1548,1.1684,1.1481,1.1481,9435,0
IFI,D,20091103,000000,1.1548,1.1818,1.1411,1.1411,10752,0
IFI,D,20091104,000000,1.1481,1.1481,1.0731,1.121,39743,0
IFI,D,20091105,000000,1.1344,1.1344,1.121,1.121,6302,0
