<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
TOA,D,20111109,000000,1.9839,2.0573,1.9839,2.0573,1919,0
TOA,D,20111110,000000,1.9178,2.1015,1.9178,2.0941,26691,0
TOA,D,20111114,000000,2.0867,2.1529,2.0867,2.1309,260236,0
TOA,D,20111115,000000,2.1309,2.1309,2.0573,2.0573,29498,0
TOA,D,20111116,000000,2.1015,2.1236,2.1015,2.1162,12358,0
TOA,D,20111117,000000,2.1236,2.1236,2.1162,2.1162,2596,0
TOA,D,20111118,000000,2.0501,2.0941,2.0501,2.0941,7262,0
TOA,D,20111121,000000,2.0573,2.0573,1.9912,2.0501,3264,0
TOA,D,20111122,000000,2.0207,2.0573,2.0207,2.0573,6319,0
TOA,D,20111124,000000,2.1162,2.1162,2.0207,2.0207,1469,0
TOA,D,20111128,000000,2.1015,2.1015,2.1015,2.1015,13609,0
TOA,D,20111129,000000,1.9839,2.0867,1.9839,2.0867,8846,0
TOA,D,20111130,000000,2.0721,2.1162,2.0721,2.1162,1362,0
TOA,D,20111202,000000,2.1162,2.1162,2.0941,2.0941,867,0
TOA,D,20111206,000000,1.9471,2.0941,1.9471,2.0941,3676,0
TOA,D,20111209,000000,2.0795,2.0867,2.0428,2.0867,6396,0
TOA,D,20111214,000000,2.0207,2.0207,1.9986,1.9986,11623,0
TOA,D,20111216,000000,1.8811,2.0428,1.8811,2.006,4699,0
TOA,D,20111222,000000,1.8516,1.9986,1.837,1.9471,33673,0
TOA,D,20111223,000000,1.8958,1.8958,1.7562,1.7562,69530,0
TOA,D,20111227,000000,1.837,1.837,1.7562,1.7562,4128,0
TOA,D,20111228,000000,1.5872,1.8003,1.5872,1.8003,10275,0
TOA,D,20111229,000000,1.7636,1.8003,1.646,1.8003,10627,0
TOA,D,20111230,000000,1.712,1.7929,1.712,1.7929,4192,0
TOA,D,20120102,000000,1.7929,1.7929,1.7636,1.7636,4352,0
TOA,D,20120103,000000,1.8737,1.9104,1.8737,1.9104,4153,0
TOA,D,20120104,000000,1.9104,2.028,1.9104,2.028,750,0
TOA,D,20120109,000000,1.9839,1.9839,1.837,1.837,12861,0
TOA,D,20120110,000000,1.8443,1.8885,1.8003,1.837,5247,0
TOA,D,20120111,000000,1.8003,1.8076,1.8003,1.8076,3268,0
TOA,D,20120112,000000,1.8003,1.8003,1.8003,1.8003,55,0
TOA,D,20120113,000000,1.8003,1.8003,1.8003,1.8003,5,0
TOA,D,20120116,000000,1.7709,1.7709,1.7709,1.7709,244,0
TOA,D,20120117,000000,1.7709,2.0133,1.7709,2.0133,22600,0
TOA,D,20120118,000000,2.028,2.0428,2.028,2.0428,5172,0
TOA,D,20120119,000000,2.0207,2.0207,1.9104,1.9839,4089,0
TOA,D,20120120,000000,1.9104,1.9104,1.8149,1.9032,12930,0
TOA,D,20120123,000000,1.837,1.837,1.8149,1.8149,2420,0
TOA,D,20120124,000000,1.8223,1.9032,1.8149,1.9032,6238,0
TOA,D,20120125,000000,1.9032,1.9032,1.9032,1.9032,89,0
TOA,D,20120126,000000,1.8737,1.8737,1.8737,1.8737,273,0
TOA,D,20120127,000000,1.8223,1.9325,1.8223,1.9325,7807,0
TOA,D,20120130,000000,1.9032,1.9032,1.837,1.837,5532,0
TOA,D,20120131,000000,1.8737,1.9325,1.8737,1.9325,5854,0
TOA,D,20120203,000000,1.9325,1.9325,1.8885,1.8885,2558,0
TOA,D,20120207,000000,1.8885,1.8958,1.8885,1.8885,3470,0
TOA,D,20120209,000000,1.8885,1.8885,1.8885,1.8885,3972,0
TOA,D,20120210,000000,1.8516,1.8516,1.837,1.837,8702,0
TOA,D,20120213,000000,1.8443,1.8443,1.8443,1.8443,672,0
TOA,D,20120216,000000,1.9032,1.9032,1.8516,1.8516,421,0
TOA,D,20120221,000000,1.8737,1.8737,1.8737,1.8737,743,0
TOA,D,20120222,000000,1.8811,1.8811,1.8737,1.8737,14236,0
TOA,D,20120223,000000,1.8516,1.8516,1.8516,1.8516,280,0
TOA,D,20120227,000000,1.8516,1.8516,1.8297,1.8297,2512,0
TOA,D,20120228,000000,1.8297,1.8297,1.8297,1.8297,1068,0
TOA,D,20120229,000000,1.8297,1.8297,1.8297,1.8297,410,0
TOA,D,20120301,000000,1.9104,1.9178,1.8297,1.9178,4557,0
TOA,D,20120302,000000,1.9178,1.9178,1.859,1.859,4454,0
TOA,D,20120306,000000,1.8811,1.8811,1.8811,1.8811,630,0
TOA,D,20120308,000000,1.8811,1.9619,1.8737,1.9619,1784,0
TOA,D,20120309,000000,1.9619,1.9619,1.9619,1.9619,2722,0
TOA,D,20120312,000000,1.8737,1.9619,1.8737,1.9619,3538,0
TOA,D,20120313,000000,1.9619,1.9692,1.9619,1.9619,6001,0
TOA,D,20120314,000000,2.0354,2.0573,2.0354,2.0354,19198,0
TOA,D,20120315,000000,2.0573,2.0941,2.0573,2.0941,16550,0
TOA,D,20120316,000000,2.0941,2.1677,2.0941,2.1677,9534,0
TOA,D,20120319,000000,2.1383,2.2043,2.1383,2.197,8228,0
TOA,D,20120320,000000,2.1383,2.2412,2.1162,2.2043,19116,0
TOA,D,20120321,000000,2.1383,2.2485,2.1383,2.2412,19987,0
TOA,D,20120322,000000,2.2485,2.3147,2.197,2.197,131367,0
TOA,D,20120323,000000,2.2043,2.2412,2.2043,2.2412,544,0
TOA,D,20120326,000000,2.1309,2.2264,2.1309,2.2264,18115,0
TOA,D,20120327,000000,2.2485,2.2485,2.219,2.219,54439,0
TOA,D,20120328,000000,2.2043,2.2559,2.1603,2.2264,30828,0
TOA,D,20120329,000000,2.2337,2.2778,2.2043,2.2043,30662,0
